Temperature,Humidity,Condition
38.07146059018772,55.26366974497252,Ideal
38.003672076899115,58.7646336687805,Ideal
37.386570058886036,63.10553330781833,Ideal
38.09255899848998,64.87276129314944,Ideal
37.73934224191565,56.50416891103528,Ideal
38.00744015516406,60.94130715352135,Ideal
38.09609129992349,58.808908566310215,Ideal
37.51800347497187,64.69914397814603,Ideal
37.31005192452768,63.42118923135709,Ideal
37.42793516254194,63.38328704711138,Ideal
37.62710778862626,59.6869315979497,Ideal
38.018014765922494,59.14819502337665,Ideal
38.060730583256344,57.73407071930706,Ideal
37.20695213053119,55.56375496650927,Ideal
37.710747302577566,63.64722376255053,Ideal
37.61741100314878,63.12901009130078,Ideal
37.422107810470735,64.9971767328613,Ideal
37.31986536733368,64.96636837073905,Ideal
37.53761517140363,60.55431705602628,Ideal
38.14290970391252,62.68987415180511,Ideal
37.52320293202076,64.44765729882428,Ideal
37.718790621743366,63.49647390677411,Ideal
37.90301895889518,57.47348101743198,Ideal
37.563629602379294,59.505441353100935,Ideal
38.171782082720966,56.29159415151495,Ideal
38.16244729494211,64.54051027258723,Ideal
37.45178229582537,61.0617463445088,Ideal
37.69724850589239,57.28642805503463,Ideal
37.50087830981677,61.71700684405857,Ideal
37.48484049437747,61.18128240457896,Ideal
37.236886947354535,58.581627180328404,Ideal
37.8095643339799,56.13557592199629,Ideal
37.70267902322887,61.71573195592799,Ideal
37.25147875124999,60.20307700903793,Ideal
37.47864646423661,62.723183917356394,Ideal
38.10826588596666,60.20163501111993,Ideal
37.43956189066697,63.5218150031854,Ideal
37.344894872091224,60.51906838774485,Ideal
37.68945276027757,60.60937971535386,Ideal
38.1856504541106,63.76653602658345,Ideal
37.44205527151151,59.03482866212397,Ideal
37.87213554740588,56.34015228450641,Ideal
37.96161961532872,55.28782676313339,Ideal
37.4376375439924,62.55137255673619,Ideal
37.92821634861186,61.20309551353465,Ideal
37.567783132719256,62.040797680992235,Ideal
37.83230583059358,57.129641615089106,Ideal
37.8335297107609,56.3637147558677,Ideal
37.73577468407476,55.14544665667882,Ideal
37.290289770054414,58.50587558806597,Ideal
38.03530249558924,60.899176868546334,Ideal
37.52078006497174,58.92244045099732,Ideal
37.38651851039986,59.37474922023729,Ideal
37.240775141554764,64.04158694493748,Ideal
37.79089294318825,58.482554670233,Ideal
37.87756436184228,60.13989489159811,Ideal
37.21658782892786,62.83653012741143,Ideal
37.71209305829928,58.9654278232127,Ideal
37.42649577519794,61.22086700227874,Ideal
37.84517279040945,63.62363708746745,Ideal
37.37436642900499,64.49520623657642,Ideal
37.890937738102465,56.47073480929038,Ideal
37.58673534630054,64.26587625161494,Ideal
38.13672998873674,59.92116293079538,Ideal
37.33752094414599,57.58244388298958,Ideal
37.54106635105026,59.59135756238261,Ideal
37.31347352124059,64.80032575285477,Ideal
38.12469361827856,59.9261809399287,Ideal
38.077339353380985,58.28751610287508,Ideal
37.45794162771516,61.33400854316726,Ideal
37.859984046034185,57.40145618778193,Ideal
38.01722220020122,55.75863328108664,Ideal
37.755200811599465,56.28879721910649,Ideal
37.72965057835601,56.280458389577724,Ideal
37.44185229090046,56.519026935122945,Ideal
37.293102767805905,56.388271726494104,Ideal
38.09721575795333,61.408747448032145,Ideal
38.10041805716333,56.81880084399145,Ideal
37.83310145727327,58.456672833238635,Ideal
37.539029791048705,63.967884099060115,Ideal
37.54920957461266,59.73961640262873,Ideal
37.925955678870245,61.675577385210275,Ideal
38.09711025995258,56.7231987120163,Ideal
38.087086424265124,56.92289018808671,Ideal
37.979875545857624,55.408686162664786,Ideal
37.84203164615429,56.68935063072165,Ideal
37.28413996499505,57.78590339031959,Ideal
37.361628714094614,56.770104842767466,Ideal
38.09855418852708,55.887025337570556,Ideal
37.80642905965959,56.20635871100601,Ideal
37.209197051616634,59.607787680327256,Ideal
37.30147154286603,57.06333718405793,Ideal
37.86350176910806,58.64269861048076,Ideal
37.20506158384622,60.03417270854857,Ideal
37.3608080514175,61.903948286293655,Ideal
37.74873378936659,55.39312139841099,Ideal
37.8918951976927,62.994103989090426,Ideal
37.8519612595026,61.27900389490908,Ideal
37.42426930946056,55.817590319488716,Ideal
37.912179221347536,63.73578624106777,Ideal
37.4372490874968,64.20872400531813,Ideal
37.52539969815927,55.61077959854864,Ideal
37.946491405118024,57.76877648147204,Ideal
37.849632899047215,63.06201279793061,Ideal
38.04922341049418,62.48259690383658,Ideal
37.857612892300345,56.84521019356377,Ideal
37.76830860333548,57.093493233367106,Ideal
37.293674767828094,58.70472102791382,Ideal
37.567715803059436,59.84522985191021,Ideal
37.46520236768173,61.18254771530296,Ideal
37.44398964337908,58.68913639569772,Ideal
38.17301055475245,59.625347161331476,Ideal
37.59309772466676,62.47470938133756,Ideal
38.09204655517711,55.36683202890598,Ideal
37.83113862599727,57.52436944344021,Ideal
37.99481130354165,62.13349585884552,Ideal
37.702637093105196,63.95206837687199,Ideal
37.776903884626364,60.11677442115666,Ideal
37.692517693818864,60.32113485265316,Ideal
37.39524298779805,56.07172011339776,Ideal
37.92245211526151,59.47412366823455,Ideal
37.48077236244086,60.32617266455023,Ideal
37.224315966431455,57.4247050363473,Ideal
37.84547229590717,57.69243230949381,Ideal
37.37711067940705,58.77284163104623,Ideal
38.14045858435292,55.20071197777726,Ideal
38.15392857700259,58.22079165583178,Ideal
38.114864390220454,57.114480069965445,Ideal
37.57015870025545,58.274973521779145,Ideal
37.21545661652887,56.19762131819251,Ideal
38.12831856258773,63.90527280739895,Ideal
37.62818414831732,60.93592453554049,Ideal
38.16665481904367,61.79102319144489,Ideal
38.163619977089255,62.89171238607338,Ideal
38.05300945546736,59.984421989290574,Ideal
37.49444889206959,55.869202880874234,Ideal
37.58509772860193,60.37106541818548,Ideal
38.05113667151686,60.86841118020879,Ideal
37.51692200515628,62.4543947418433,Ideal
37.36949274668609,59.316595462296796,Ideal
37.75680126245835,56.27580302795564,Ideal
38.13615477416079,57.83775905798724,Ideal
37.89602979667497,58.630822963986354,Ideal
37.77006117008937,61.45917241331601,Ideal
37.29717649377077,60.707783046689116,Ideal
37.81500722669917,58.560967258978465,Ideal
38.19005385010426,64.86515248792979,Ideal
37.34008401523653,61.05774819356887,Ideal
37.71832965236374,57.37226791735994,Ideal
38.07737307192796,56.01782472620404,Ideal
37.94076861775421,56.52859139184332,Ideal
37.89701574099527,57.45957728384508,Ideal
37.90248408398711,56.606813732595555,Ideal
37.55949115121976,56.865670240513055,Ideal
37.49359184426449,57.85095168693847,Ideal
38.009361155478516,56.73373595294755,Ideal
38.01011339467918,63.96765424626425,Ideal
38.06707231858011,55.80233745661642,Ideal
38.113240552556476,60.245113895702545,Ideal
37.71134239886094,59.10396826989661,Ideal
37.7015162946872,64.82378616908606,Ideal
37.99829517896678,56.12038902168052,Ideal
37.84996393077777,58.978555990457416,Ideal
37.901966877257706,64.69470433275369,Ideal
37.995792669436106,63.6550712589398,Ideal
38.090005341817566,63.1707207094928,Ideal
37.53799515685154,57.5790282704494,Ideal
37.57558295263995,56.70887587390066,Ideal
37.29398193984087,61.68643219924431,Ideal
37.77828014099617,64.29375989127585,Ideal
37.235942273796745,60.5676289301393,Ideal
37.665598018132464,60.716126894699,Ideal
37.74264463470758,57.79979093660284,Ideal
37.48654125212829,62.69492933191937,Ideal
37.790833260569016,56.87043748557523,Ideal
37.230500249939055,58.23679236404244,Ideal
37.237348188749216,59.25436438616417,Ideal
38.02260056065966,60.07610378684455,Ideal
37.56019064141127,57.4240973241508,Ideal
37.32706051265189,56.148368247392035,Ideal
37.72224326005481,61.10620042441633,Ideal
37.96999355309861,57.88630553240256,Ideal
37.41582102749685,60.81238221422612,Ideal
37.822890475819,56.543627152742026,Ideal
37.28534746499377,59.811401018548175,Ideal
37.25168172116861,60.32589432551586,Ideal
37.73135463156815,55.51823536822427,Ideal
37.74063512161011,58.36604278193921,Ideal
37.83742990149821,56.344146769389745,Ideal
37.92609133372267,55.63374970472768,Ideal
38.17585207946254,64.89960232389946,Ideal
37.716300348301196,58.22353844974723,Ideal
37.522956472941246,63.09874445854635,Ideal
37.995186194768706,57.54640654763764,Ideal
37.470832251262074,61.815027222239294,Ideal
37.63897142070564,62.602278598896866,Ideal
37.27845638134227,60.95638740607844,Ideal
37.22535074341546,59.715761885501585,Ideal
38.162648414677925,59.11840914147268,Ideal
38.03598012051221,58.488682665429955,Ideal
37.8959742060937,64.29529144247826,Ideal
37.60895294441427,63.306194077877294,Ideal
37.37329432007085,64.65026910666512,Ideal
37.35643704267109,56.24297223485545,Ideal
37.450242898164596,62.308674752036445,Ideal
37.74922666470612,64.38340456821038,Ideal
37.914595922700066,56.8123306616566,Ideal
37.860197376717736,55.66496267366777,Ideal
37.479933896945944,62.41120649290059,Ideal
38.154865280663195,60.74473113179912,Ideal
37.93789691669577,63.41828776758272,Ideal
37.7543540525114,56.39772376626289,Ideal
37.81172074623436,62.9526731185989,Ideal
37.61960006242779,57.01627320047744,Ideal
37.44773098950116,56.636559428657044,Ideal
37.555972678651266,56.64265797930993,Ideal
37.957846110464374,63.14574720231382,Ideal
37.21439348862976,61.651972206962,Ideal
37.31607264050692,60.23065424769119,Ideal
37.24600264202176,58.58830484123502,Ideal
37.240728802318976,63.77200540813108,Ideal
38.05546058401101,58.924451074226354,Ideal
37.903657859380026,63.16599439471577,Ideal
37.67417382908733,59.39134908570218,Ideal
37.29783416065101,58.76944429424908,Ideal
37.69161587511684,59.626797856696065,Ideal
37.673471770780566,58.01377874164142,Ideal
37.37320186991002,62.47609380176251,Ideal
37.633851649237975,60.02720390092479,Ideal
37.59850473439737,57.32212695146817,Ideal
37.815850098052216,63.99574573274568,Ideal
37.83509365086765,58.838912213732115,Ideal
37.24530400977205,60.43552861113989,Ideal
37.574612614626474,64.06472110964548,Ideal
37.82585991571424,61.242379959139924,Ideal
37.70313625858009,56.16898040708364,Ideal
38.05648984118832,64.39832123613475,Ideal
37.85869363161895,61.27708053071418,Ideal
37.362934427081434,58.34905614657086,Ideal
37.27056874740043,56.392720726633875,Ideal
37.84241927820632,62.94025189270296,Ideal
37.226511310541625,61.200727559285134,Ideal
37.78577558127347,60.334610919763215,Ideal
38.14023024142496,63.938925830509575,Ideal
37.77547417787588,62.885972112245305,Ideal
37.588169926206525,56.51674879732751,Ideal
37.84328821844235,58.11722067795548,Ideal
37.65825289049152,57.484891398144654,Ideal
37.74561678931594,62.43946292572677,Ideal
38.141464808776526,55.33532434735779,Ideal
37.58610263780078,60.69889684871316,Ideal
38.161190563823915,62.624586857406904,Ideal
38.105350641956065,63.76765636761749,Ideal
37.3957911347893,58.42081748715908,Ideal
37.26936130087517,63.21257304672013,Ideal
37.30077800137743,56.10631736955207,Ideal
37.218221825651554,63.46452291734518,Ideal
37.29444296075593,56.27488662331982,Ideal
37.88300677341636,58.97287290560367,Ideal
37.27118864846023,62.972953657795536,Ideal
37.51897563029377,56.49917427348774,Ideal
38.04487531096946,57.292513952326416,Ideal
37.22327193573583,62.22252568393066,Ideal
38.01446848258894,62.20036536546074,Ideal
37.4818547747734,61.41147632885297,Ideal
37.31816482762166,61.939484444671,Ideal
37.89673716536415,60.42724443347596,Ideal
37.82894284677989,57.51799058906953,Ideal
38.07747201352706,58.456959935039194,Ideal
37.93507104380389,56.81597716801426,Ideal
38.00348093038485,64.08450561333629,Ideal
37.48203457257131,60.833917947661206,Ideal
37.37743954377972,59.0085141676364,Ideal
37.95061475164086,59.62005803644133,Ideal
38.00683473926727,64.47283339611815,Ideal
38.190505142000674,56.5335140311608,Ideal
37.61261767691143,60.86229832016797,Ideal
37.572018085792784,60.05888678884466,Ideal
37.976412960742,61.114542354346476,Ideal
37.54080354025302,55.181101838208406,Ideal
38.13075732560357,63.72123908944151,Ideal
38.058412751843015,64.32118282483613,Ideal
37.62899402737502,60.65133183589209,Ideal
37.9508710677915,61.966508238768924,Ideal
37.95454287408469,64.22499381177296,Ideal
36.082798667925125,53.49470845674536,Non-Ideal
36.603152109466386,53.93633387679718,Non-Ideal
36.24534910968132,53.073093655458074,Non-Ideal
36.38929561404198,51.671067128669335,Non-Ideal
36.288693736770696,51.68542800910828,Non-Ideal
36.35567271646495,52.95032920635557,Non-Ideal
36.719045905184245,50.95510858307321,Non-Ideal
36.29712171562318,50.441896452525576,Non-Ideal
36.566404640296895,51.418488630563104,Non-Ideal
36.4760504021991,51.14895596661633,Non-Ideal
36.66367116536265,51.18523248182396,Non-Ideal
36.93682973932476,50.93443100419964,Non-Ideal
36.73257209721025,50.168372758545445,Non-Ideal
36.214940378590754,50.071495738933656,Non-Ideal
36.03118313506128,53.95088955894413,Non-Ideal
36.262264044299826,51.71109253494345,Non-Ideal
36.595077930700256,51.53730658863873,Non-Ideal
36.05142581348425,52.71858913077228,Non-Ideal
36.49636624720124,50.873015551460256,Non-Ideal
36.596842848916886,53.7998447358009,Non-Ideal
36.334243890816964,53.14538005766221,Non-Ideal
36.77091220374582,50.357644009249036,Non-Ideal
36.106598253133775,51.670323103139715,Non-Ideal
36.07513778173581,53.51647323024866,Non-Ideal
36.7281887562036,53.77892808916564,Non-Ideal
36.4954913162062,51.86960604499948,Non-Ideal
36.68840239642773,52.45364555684283,Non-Ideal
36.434827338603746,50.6681357843683,Non-Ideal
36.24640203323911,53.96467450454791,Non-Ideal
36.8191023176742,50.92668680553378,Non-Ideal
36.79941587896898,53.770927096540504,Non-Ideal
36.694696470854424,52.59858659596947,Non-Ideal
36.27214513722996,52.430947179515435,Non-Ideal
36.59023066686909,52.05075404406603,Non-Ideal
36.360973896940024,50.922679246871034,Non-Ideal
36.091582073326634,50.706112128022035,Non-Ideal
36.917313575462245,50.8819448362807,Non-Ideal
36.13681863091896,50.745753048577015,Non-Ideal
36.9502373538208,53.118337894267015,Non-Ideal
36.44600577295795,51.400501036666924,Non-Ideal
36.18513292883862,50.231370706253585,Non-Ideal
36.54190094737836,53.87641052056325,Non-Ideal
36.87294583587641,53.535143539853706,Non-Ideal
36.73222488640956,53.71100913278085,Non-Ideal
36.80656114786145,53.97963129058574,Non-Ideal
36.658783366710715,50.69558099687795,Non-Ideal
36.692276564517854,51.58496807561063,Non-Ideal
36.84919565156532,53.03295390281637,Non-Ideal
36.24966800885919,52.78408247221517,Non-Ideal
36.48942496364314,50.61558362535942,Non-Ideal
36.2212094418196,53.26333249996247,Non-Ideal
36.987668007996646,50.897762287346644,Non-Ideal
36.94405933968661,50.895270459290494,Non-Ideal
36.03942681136851,52.147897691573654,Non-Ideal
36.70557517251569,52.371759739366816,Non-Ideal
36.925248317415665,52.32034483135124,Non-Ideal
36.18057534512733,50.36594734959102,Non-Ideal
36.56794523055263,53.50984345052152,Non-Ideal
36.91548829758804,51.06240017035483,Non-Ideal
36.0339459785858,50.51805968513122,Non-Ideal
36.69742026724684,53.55499231947591,Non-Ideal
36.29734900737255,53.822605992919016,Non-Ideal
36.92439619537653,53.4485104690618,Non-Ideal
36.971058245165366,53.23806429889951,Non-Ideal
36.94426648911343,52.62096792255609,Non-Ideal
36.474214216657465,52.203429482436555,Non-Ideal
36.862042650989316,50.34794703964564,Non-Ideal
36.84454939853507,51.633812852282794,Non-Ideal
36.31910047324325,51.490754068049256,Non-Ideal
36.828915474150676,51.0390151350413,Non-Ideal
36.03700763471549,52.89368045475434,Non-Ideal
36.596269878482055,51.983502940315084,Non-Ideal
36.230008837287706,50.32418486363059,Non-Ideal
36.12056688577728,50.88073280779925,Non-Ideal
36.07695320162921,52.733035054638385,Non-Ideal
36.69628877587814,50.3045234379612,Non-Ideal
36.33987496376807,53.404827656195074,Non-Ideal
36.72476677152876,51.980586108055896,Non-Ideal
36.06535634079894,51.92234630930659,Non-Ideal
36.31529033783061,52.36963113863807,Non-Ideal
36.53949129237534,53.298723863700594,Non-Ideal
36.790723164838965,51.39123683160877,Non-Ideal
36.31875250293207,52.712064610236254,Non-Ideal
36.62589137643701,52.262927855983165,Non-Ideal
36.885977748236186,51.06811308067768,Non-Ideal
36.6158631881823,53.51451994542063,Non-Ideal
36.232959474753635,53.18970408642771,Non-Ideal
36.02440078155654,52.6338073386337,Non-Ideal
36.87009887390093,53.402326916376964,Non-Ideal
36.02126941085039,53.46917680383921,Non-Ideal
36.874701672684196,52.83345190686014,Non-Ideal
36.52893713402721,53.348053313454685,Non-Ideal
36.93906769851289,52.78988584667714,Non-Ideal
36.79878323577366,52.7205630870412,Non-Ideal
36.997934110533336,52.47444551286074,Non-Ideal
36.35071181545171,53.01086655823057,Non-Ideal
36.76718828893112,50.634420421172294,Non-Ideal
36.40193091360924,53.52348303679571,Non-Ideal
36.47987562030391,53.48737411098093,Non-Ideal
36.62750546321837,50.11698913213824,Non-Ideal
